national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,date_harvested,planting_rate,row_spacing,nitrogen,phosphorus,potash,trace_element,manure,harvester_make,total_acres,acres_harvested,total_bushels_harvested,bushels_per_acres,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
188,81,229.1119,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",109,2019-05-05,2019-10-31,34000,30,220,85,185,NA,NA,Case IH,35,1.4373,329.3026,229.1119,0,0,0
103*,7,247.0247,TN,A:Conventional Non-Irrigated Class,111,2019-04-01,2019-09-11,32000,30,240,80,80,NA,NA,Case IH,46,1.4842,366.634,247.0247,0,0,0
171,4,241.7997,KS,C:No-Till Non-Irrigated Class,116,2019-04-25,2019-11-01,40000,30,0,0,0,NA,NA,Case IH,20,1.9528,472.1864,241.7997,0,0,0
227,13,255.9924,WI,B:Conventional Non-Irrigated Class,113,2019-05-14,2019-11-20,42000,30,262,143,179,Mg:1qts,NA,John Deere,12,1.25,319.9905,255.9924,0,0,0
136,14,242.4889,IN,D:No-Till Non-Irrigated Class,117,2019-05-01,2019-09-12,36500,30,225,100,120,Zn:1qts,NA,John Deere,30,1.5378,372.8994,242.4889,0,0,0
431,74,220.254,MN,B:Conventional Non-Irrigated Class,106,2019-05-07,2019-10-30,38000,36,180,100,100,NA,Swine:4000gal,John Deere,40,1.719,378.6167,220.254,0,0,0
46,7,285.6603,TN,C:No-Till Non-Irrigated Class,118,2019-05-01,2019-09-16,34500,20,250,180,200,NA,NA,John Deere,59,1.2806,365.8166,285.6603,0,0,0
255*,45,252.7034,IL,B:Conventional Non-Irrigated Class,111,2019-05-19,2019-11-04,37000,30,229,49,60,NA,NA,John Deere,156,2.0165,509.5765,252.7034,0,0,0
195*,33,259.1477,IL,B:Conventional Non-Irrigated Class,114,2019-05-19,2019-11-04,37000,30,229,49,60,NA,NA,John Deere,156,2.0165,522.5714,259.1477,0,0,0
103,33,272.2312,IA,B:Conventional Non-Irrigated Class,111,2019-04-24,2019-11-08,36000,30,175,0,0,NA,NA,John Deere,75,1.8448,502.2122,272.2312,0,0,0
169*,28,262.7952,IL,B:Conventional Non-Irrigated Class,113,2019-05-19,2019-11-04,37000,30,229,49,60,NA,NA,John Deere,156,2.0165,529.9265,262.7952,0,0,0
88*,17,274.1422,IL,B:Conventional Non-Irrigated Class,115,2019-05-19,2019-11-04,37000,30,229,49,60,NA,NA,John Deere,156,2.0165,552.8077,274.1422,0,0,0
80*,16,275.3438,IL,B:Conventional Non-Irrigated Class,116,2019-05-19,2019-11-04,37000,30,229,49,60,NA,NA,John Deere,156,2.0165,555.2308,275.3438,0,0,0
109*,21,271.5786,IL,B:Conventional Non-Irrigated Class,110,2019-05-19,2019-11-04,37000,30,229,49,60,NA,NA,John Deere,156,2.0165,547.6382,271.5786,0,0,0
41*,11*,285.4837,IL,B:Conventional Non-Irrigated Class,112,2019-05-19,2019-11-04,37000,30,229,49,60,NA,NA,John Deere,156,2.0165,575.6779,285.4837,0,0,0
234,100,199.1457,MI,A:Conventional Non-Irrigated Class,102,2019-05-08,2019-10-17,34000,28,200,60,120,Zn:1qts,NA,Case IH,54,1.5204,302.7811,199.1457,0,0,0
133,2,269.4005,IA,I:Conventional Irrigated Class,112,2019-05-02,2019-10-18,34000,30,250,0,0,NA,NA,Claas,182,1.2569,338.6095,269.4005,0,0,0
97*,1,280.242,ID,I:Conventional Irrigated Class,110,2019-04-15,2019-10-24,38000,30,350,40,8804755,"Zn:1qts, B:1qts, Mg:2qts",NA,John Deere,35,1.2986,363.9222,280.242,0,0,0
146*,6,265.1485,ID,I:Conventional Irrigated Class,111,2019-04-16,2019-11-14,38000,30,350,40,30,"S:30lbs, Zn:.25, B:.5, Mg:.25lbs",NA,John Deere,15,1.2837,340.3711,265.1485,0,0,0
168*,20*,263.1484,MN,B:Conventional Non-Irrigated Class,104,2019-05-05,2019-11-04,36000,30,150,75,225,Zn:1.5qts,Swine:4000gal,John Deere,45,1.6074,422.9848,263.1484,0,0,0
155*,7,263.6661,ID,I:Conventional Irrigated Class,99,2019-04-18,2019-11-12,38000,30,350,40,30,"S:30lbs, Zn:.25lbs, B:.5lbs, Mg:.25lbs",NA,John Deere,72,1.4768,389.3821,263.6661,0,0,0
113*,*,277.333,ID,I:Conventional Irrigated Class,101,2019-04-19,2019-11-21,38000,30,350,40,30,"S:30lbs, Zn:.25lbs, B:.5lbs, Mg:.25lbs",NA,John Deere,24,1.3096,363.1953,277.333,0,0,0
220*,29,256.9675,MN,B:Conventional Non-Irrigated Class,99,2019-05-05,2019-11-04,36000,30,150,75,225,Zn:1.5qts,Swine:4000gal,John Deere,45,1.6074,413.0495,256.9675,0,0,0
319,17,242.8863,WI,B:Conventional Non-Irrigated Class,114,2019-05-14,2019-11-20,42000,30,262,143,179,Mg:1qts,NA,John Deere,11,1.2503,303.6807,242.8863,0,0,0
295*,41,247.2274,OH,B:Conventional Non-Irrigated Class,109,2019-06-01,2019-11-06,36000,30,270,300,150,NA,NA,John Deere,59,1.5518,383.6475,247.2274,0,0,0
148,6*,215.7751,IN,G:No-Till Irrigated Class,116,2019-04-23,2019-09-16,32500,30,210,150,150,S:2null,NA,John Deere,20,1.3687,295.3314,215.7751,0,0,0
247*,7,246.5167,IN,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-10,2019-09-16,32500,30,200,150,150,NA,NA,John Deere,36,1.4013,345.4438,246.5167,0,0,0
286,27,227.8979,NE,I:Conventional Irrigated Class,103,2019-05-11,2019-11-25,38000,30,240,50,0,"S:5lbs, Zn:.5lbs",NA,John Deere,34,1.4137,322.1792,227.8979,0,0,0
38*,*,274.1513,SD,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",113,2019-05-07,2019-10-18,32000,30,0,0,0,NA,NA,John Deere,80,2.3232,636.9083,274.1513,0,0,0
30*,1,277.6756,SD,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",113,2019-05-07,2019-10-18,32000,30,0,0,0,NA,NA,John Deere,80,1.285,356.8132,277.6756,0,0,0
205,79,209.4496,MI,A:Conventional Non-Irrigated Class,102,2019-05-28,2019-10-24,30500,28,185,50,90,Zn:null,NA,John Deere,76,1.6669,349.1315,209.4496,0,0,0
208,81,205.8968,MI,A:Conventional Non-Irrigated Class,102,2019-05-28,2019-10-24,30500,28,185,50,120,Zn:null,NA,John Deere,56,1.6669,343.2094,205.8968,0,0,0
153*,*,227.2543,AR,A:Conventional Non-Irrigated Class,118,2019-04-23,2019-09-16,35000,30,220,30,60,NA,NA,John Deere,300,1.4174,322.1103,227.2543,0,0,0
36,3,291.3738,IA,G:No-Till Irrigated Class,113,2019-05-26,2019-11-08,40000,30,300,250,275,"B:1lbs, Mg:44lbs, S:105lbs",NA,John Deere,28,1.35,393.3546,291.3738,0,0,0
284,104,248.2876,IA,B:Conventional Non-Irrigated Class,113,2019-05-15,2019-11-26,34000,30,0,0,0,NA,NA,Case IH,115,1.2627,313.5127,248.2876,0,0,0
132*,2,234.769,AR,A:Conventional Non-Irrigated Class,118,2019-04-23,2019-09-17,32000,30,220,30,60,NA,NA,John Deere,300,1.4174,332.7616,234.769,0,0,0
428,73,221.3692,MN,B:Conventional Non-Irrigated Class,106,2019-05-13,2019-10-20,36000,22,179,174,117,Zn:1,NA,Case IH,78,1.5901,351.9992,221.3692,0,0,0
97*,*,249.8807,AR,A:Conventional Non-Irrigated Class,118,2019-04-23,2019-09-17,32000,30,220,30,60,NA,NA,John Deere,300,1.4174,354.1809,249.8807,0,0,0
90*,1,252.358,AR,A:Conventional Non-Irrigated Class,120,2019-04-23,2019-09-16,32000,30,220,40,60,NA,NA,John Deere,300,1.4174,357.6923,252.358,0,0,0
57,13,280.1656,IA,B:Conventional Non-Irrigated Class,113,2019-05-04,2019-11-22,35000,38,0,0,0,NA,Swine:null,John Deere,70,1.287,360.5731,280.1656,0,0,0
435,20,218.4725,WI,B:Conventional Non-Irrigated Class,97,2019-05-14,2019-10-31,36000,30,0,0,0,NA,NA,John Deere,25,1.3258,289.6509,218.4725,0,0,0
239*,7,206.0176,AR,C:No-Till Non-Irrigated Class,118,2019-04-23,2019-09-16,35000,30,220,30,60,NA,NA,John Deere,300,1.4174,292.0093,206.0176,0,0,0
211,81,257.858,IA,B:Conventional Non-Irrigated Class,104,2019-05-12,2019-10-26,39000,18,200103,103,70,"S:7gal, Zn:1qts",Swine:2500gal,John Deere,158,1.3922,358.9899,257.858,0,0,0
155*,3,249.0481,AR,C:No-Till Non-Irrigated Class,118,2019-04-23,2019-09-17,32000,30,220,30,60,NA,NA,John Deere,300,1.4174,353.0008,249.0481,0,0,0
53,3,271.6846,MD,A:Conventional Non-Irrigated Class,113,2019-05-16,2019-10-08,36000,30,260,200,200,NA,NA,John Deere,40,1.2534,340.5295,271.6846,0,0,0
152*,2,250.8928,AR,C:No-Till Non-Irrigated Class,118,2019-04-23,2019-09-17,32000,30,220,30,60,NA,NA,John Deere,300,1.4174,355.6154,250.8928,0,0,0
188*,5,232.8907,AR,C:No-Till Non-Irrigated Class,120,2019-04-23,2019-09-16,32000,30,220,40,80,NA,NA,John Deere,300,1.4174,330.0993,232.8907,0,0,0
341,128,239.2934,IA,B:Conventional Non-Irrigated Class,104,2019-05-10,2019-11-24,32000,30,200,125,175,NA,NA,John Deere,27,1.2965,310.2439,239.2934,0,0,0
360,134,236.7778,IA,B:Conventional Non-Irrigated Class,104,2019-05-05,2019-11-15,34500,30,200,150,175,S:75lbs,NA,Case IH,78,1.3685,324.0304,236.7778,0,0,0
24,1,284.0911,KS,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",115,2019-04-17,2019-11-05,38000,30,366,104,60,"Zn:5lbs, S:15lbs",NA,Case IH,30,2.3606,670.6255,284.0911,0,0,0
195*,7*,255.3287,AR,I:Conventional Irrigated Class,118,2019-04-24,2019-09-04,34000,38,300,80,100,S:30lbs,NA,John Deere,80,2.0169,514.9725,255.3287,0,0,0
302*,21,222.5144,AR,I:Conventional Irrigated Class,120,2019-04-24,2019-09-20,34000,38,280,80,100,S:30lbs,NA,John Deere,150,1.3609,302.8199,222.5144,0,0,0
78*,21*,279.3593,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-18,2019-10-17,32000,30,0,0,0,NA,NA,Case IH,119,1.9302,539.2194,279.3593,0,0,0
144*,52,267.2402,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-04-23,2019-10-26,32000,30,0,0,0,NA,NA,Case IH,116,1.55,414.2223,267.2402,0,0,0
134,48,269.0196,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-23,2019-10-27,32000,30,0,0,0,NA,NA,John Deere,230,2.8912,777.7895,269.0196,0,0,0
81,4,269.2915,TN,G:No-Till Irrigated Class,118,2019-04-28,2019-09-17,38000,20,280,240,275,NA,NA,Case IH,138,1.343,361.6585,269.2915,0,0,0
131,26,240.8971,NE,G:No-Till Irrigated Class,115,2019-04-18,2019-10-28,34000,30,0,0,0,NA,NA,Case IH,80,4.4702,1076.858,240.8971,0,0,0
24,2,281.8804,WI,D:No-Till Non-Irrigated Class,110,2019-04-25,2019-11-15,36000,30,240,46,200,S:25null,NA,Case IH,305,1.298,365.8808,281.8804,0,0,0
49,1,287.3238,OH,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",108,2019-04-11,2019-09-27,34871,30,234,118,0,S:10null,NA,John Deere,140,1.25,359.1547,287.3238,0,0,0
213,27,257.67,MN,B:Conventional Non-Irrigated Class,104,2019-04-24,2019-10-26,39000,30,240,52,113,"Zn:2pt, S:4lbs",NA,John Deere,101,1.2874,331.7244,257.67,0,0,0
97,10,273.2557,MN,B:Conventional Non-Irrigated Class,104,2019-04-24,2019-10-26,39000,30,155,52,113,"Zn:2pt, S:4lbs",Other:5000gal,John Deere,37,1.2677,346.4062,273.2557,0,0,0
77,8,275.8632,MN,B:Conventional Non-Irrigated Class,105,2019-04-24,2019-10-26,39000,30,240,52,113,"Zn:2pt, S:4lbs",NA,John Deere,101,1.2521,345.4083,275.8632,0,0,0
101*,11,272.3082,MN,B:Conventional Non-Irrigated Class,104,2019-05-06,2019-10-29,38500,30,246,40,100,"S:6lbs, Zn:2pt",NA,Gleaner,38,1.2751,347.2202,272.3082,0,0,0
69*,6*,277.4012,MN,B:Conventional Non-Irrigated Class,104,2019-05-06,2019-10-29,38500,30,246,40,100,"S:6lbs, Zn:2pt",NA,Gleaner,38,1.2707,352.4937,277.4012,0,0,0
35,12,292.019,PA,C:No-Till Non-Irrigated Class,112,2019-04-29,2019-09-30,36000,30,0,0,0,NA,NA,John Deere,12,1.3382,390.7798,292.019,0,0,0
164*,5,263.8202,NC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-04-18,2019-11-20,38700,30,280,90,150,S:30lbs,NA,John Deere,68,1.4643,386.3119,263.8202,0,0,0
265*,4*,234.0302,NC,I:Conventional Irrigated Class,118,2019-04-18,2019-11-20,38700,30,280,90,150,S:30lbs,NA,John Deere,68,1.399,327.4083,234.0302,0,0,0
211,8,256.3411,NC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-04-18,2019-11-20,38700,30,280,90,150,S:30lbs,NA,John Deere,68,1.3903,356.3911,256.3411,0,0,0
115,14,270.665,MN,B:Conventional Non-Irrigated Class,106,2019-04-24,2019-10-24,33000,30,160,0,0,NA,NA,Case IH,83,1.7493,473.4742,270.665,0,0,0
405,146,227.0807,IA,B:Conventional Non-Irrigated Class,98,2019-05-08,2019-11-12,34000,30,60,0,0,NA,Swine:8000gal,John Deere,40,3.9118,888.2942,227.0807,0,0,0
171,63,262.6501,IA,B:Conventional Non-Irrigated Class,104,2019-05-13,2019-10-26,34000,30,200,175,200,S:25lbs,NA,John Deere,45,1.4811,389.011,262.6501,0,0,0
100*,12,248.6119,KY,A:Conventional Non-Irrigated Class,110,2019-03-25,2019-08-19,32000,30,200,0,0,NA,Poultry:3tons,John Deere,110,1.5379,382.3402,248.6119,0,0,0
180*,69,261.5717,IA,B:Conventional Non-Irrigated Class,114,2019-05-04,2019-10-28,38000,30,0,0,0,NA,NA,Claas,150,1.3912,363.8986,261.5717,0,0,0
462,83,209.5197,MN,B:Conventional Non-Irrigated Class,105,2019-05-20,2019-11-08,34000,30,160,90,50,NA,NA,John Deere,154,1.5106,316.5004,209.5197,0,0,0
235,34,254.4789,OH,B:Conventional Non-Irrigated Class,112,2019-05-19,2019-10-17,32000,30,0,0,0,NA,NA,John Deere,195,1.5365,391.0068,254.4789,0,0,0
238*,35,254.0192,OH,B:Conventional Non-Irrigated Class,109,2019-05-25,2019-10-21,37000,30,210,42,60,"S:20lbs, B:.2lbs",NA,Case IH,30,1.4858,377.4218,254.0192,0,0,0
207,31,257.9904,OH,B:Conventional Non-Irrigated Class,108,2019-06-04,2019-10-17,34000,30,200,38,150,NA,NA,John Deere,32,1.3691,353.2147,257.9904,0,0,0
58,7,271.1515,MO,D:No-Till Non-Irrigated Class,114,2019-04-24,2019-11-12,35000,30,230,60,60,"S:15lbs, Zn:5lbs",NA,John Deere,45,1.2562,340.6205,271.1515,0,0,0
59*,2,279.5084,AL,G:No-Till Irrigated Class,116,2019-03-21,2019-08-03,33745,30,300,64,117,"S:7.6lbs, Mg:09.5lbs",NA,John Deere,123,1.35,377.3363,279.5084,0,0,0
218,32,191.0082,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-05-07,2019-10-17,35336,30,0,0,0,NA,NA,John Deere,87,1.2621,241.0714,191.0082,0,0,0
263*,7,179.9882,AL,C:No-Till Non-Irrigated Class,116,2019-03-21,2019-07-30,36805,30,250,64,117,"S:7.6lbs, Mg:9.5lbs",NA,John Deere,40,1.41,253.7834,179.9882,0,0,0
302*,5,217.7891,AL,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",117,2019-05-02,2019-09-08,34588,30,0,0,0,NA,NA,John Deere,137,1.27,276.5921,217.7891,0,0,0
161,19,264.4164,MN,B:Conventional Non-Irrigated Class,106,2019-05-07,2019-10-31,35000,30,250,300,300,NA,NA,John Deere,160,1.5145,400.4586,264.4164,0,0,0
207*,14,252.9356,MS,I:Conventional Irrigated Class,113,2019-03-29,2019-08-20,32956,30,300,64,117,"S:7.6lbs, Mg:9.5lbs",NA,John Deere,135,1.49,376.874,252.9356,0,0,0
69,5,282.8308,IN,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",114,2019-05-18,2019-10-14,36000,30,250,100,175,NA,NA,John Deere,151,1.4318,404.9571,282.8308,0,0,0
19,3,297.7829,IA,B:Conventional Non-Irrigated Class,113,2019-04-21,2019-10-28,35000,30,300,120,120,NA,Poultry:3tons,John Deere,30,1.5359,457.3648,297.7829,0,0,0
116,14,251.0093,OH,D:No-Till Non-Irrigated Class,108,2019-05-27,2019-10-29,36000,30,200,34,120,NA,NA,John Deere,25,1.6625,417.303,251.0093,0,0,0
26,5,292.5031,IA,B:Conventional Non-Irrigated Class,106,2019-04-24,2019-11-04,34500,30,256,0,0,S:18lbs,Swine:3500gal,Case IH,245,1.3237,387.1864,292.5031,0,0,0
224*,5,248.6814,LA,I:Conventional Irrigated Class,113,2019-03-15,2019-07-31,34000,38,250,50,100,NA,NA,John Deere,47,1.2811,318.5858,248.6814,0,0,0
178,64,152.0609,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",95,2019-06-11,2019-11-26,32000,30,0,0,0,NA,NA,Case IH,64,1.3929,211.8056,152.0609,0,0,0
123,28,259.9031,PA,C:No-Till Non-Irrigated Class,112,2019-04-25,2019-10-11,35000,30,280,110,130,NA,NA,Case IH,60,1.3268,344.8394,259.9031,0,0,0
130,1,235.0304,LA,A:Conventional Non-Irrigated Class,113,2019-03-14,2019-07-29,34000,38,250,50,100,NA,NA,John Deere,57,1.292,303.6593,235.0304,0,0,0
200,27,219.1287,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",112,2019-05-07,2019-10-17,35417,30,0,0,0,NA,NA,John Deere,87,1.2508,274.0862,219.1287,0,0,0
81,1,284.3671,AR,I:Conventional Irrigated Class,118,2019-03-28,2019-09-04,35000,30,250,100,100,NA,NA,John Deere,40,1.9463,553.4637,284.3671,0,0,0
54,26,272.5958,IA,D:No-Till Non-Irrigated Class,113,2019-04-20,2019-11-18,32500,30,0,0,0,NA,NA,John Deere,80,3.5583,969.9775,272.5958,0,0,0
163,74,241.0377,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-05-07,2019-11-02,34000,30,215,80,80,NA,NA,John Deere,133,1.8531,446.6669,241.0377,0,0,0
307,5,214.2407,AR,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-03-28,2019-09-26,35000,30,200,150,100,NA,NA,John Deere,40,1.3636,292.1386,214.2407,0,0,0
202,8,253.3838,AR,I:Conventional Irrigated Class,118,2019-03-28,2019-09-27,35000,30,240,150,100,NA,NA,John Deere,52,1.5275,387.0438,253.3838,0,0,0
309,23,220.4536,AR,I:Conventional Irrigated Class,118,2019-03-21,2019-09-27,34500,30,220,150,100,NA,NA,John Deere,68,1.8326,404.0033,220.4536,0,0,0
244,12,243.2608,AR,I:Conventional Irrigated Class,120,2019-03-23,2019-09-27,34000,30,240,150,100,NA,NA,John Deere,40,1.6322,397.0503,243.2608,0,0,0
149,1,251.8557,AR,C:No-Till Non-Irrigated Class,120,2019-03-22,2019-09-23,26500,30,250,150,100,NA,NA,John Deere,54,1.3041,328.445,251.8557,0,0,0
280,9,147.7263,AR,C:No-Till Non-Irrigated Class,120,2019-03-28,2019-09-19,28000,38,200,150,100,NA,NA,John Deere,38,2.2039,325.574,147.7263,0,0,0
140,37,199.1034,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",99,2019-05-22,2019-10-09,36000,30,200,24,170,NA,NA,John Deere,230,1.45,288.6999,199.1034,0,0,0
212,6,222.1798,AR,C:No-Till Non-Irrigated Class,120,2019-04-01,2019-09-19,30000,38,225,140,100,NA,NA,John Deere,38,1.7805,395.5911,222.1798,0,0,0
80,3,284.7054,KS,I:Conventional Irrigated Class,118,2019-05-10,2019-09-20,32000,15,0,0,0,NA,Cattle:10tons,John Deere,10,1.25,355.8817,284.7054,0,0,0
446*,20,215.4078,MO,B:Conventional Non-Irrigated Class,112,2019-04-14,2019-09-20,30000,30,175,60,80,"S:10lbs, Zn:1lbs",NA,John Deere,14,1.2636,272.1893,215.4078,0,0,0
48*,7,263.9834,PA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",114,2019-05-08,2019-11-06,34000,30,0,0,0,NA,NA,John Deere,20,1.6736,441.8026,263.9834,0,0,0
266,13,240.9979,SC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-03-20,2019-08-29,34000,36,200,60,120,Other:1qts,NA,Case IH,125,1.7019,410.1543,240.9979,0,0,0
25*,1,299.9356,NJ,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",111,2019-05-30,2019-10-02,34000,30,300,150,175,NA,Poultry:2tons,John Deere,128,1.2913,387.3068,299.9356,0,0,0
108,25,265.2167,PA,C:No-Till Non-Irrigated Class,112,2019-04-26,2019-10-21,32500,30,225,95,120,NA,NA,New Holland,35,1.2614,334.5444,265.2167,0,0,0
47*,6*,265.2509,PA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",114,2019-05-12,2019-11-06,34000,30,0,0,0,NA,NA,John Deere,20,1.7693,469.3085,265.2509,0,0,0
132,5,257.5935,VA,C:No-Till Non-Irrigated Class,115,2019-04-21,2019-09-03,37000,30,250,0,120,B:1qts,NA,John Deere,15,1.3751,354.2168,257.5935,0,0,0
55*,3,280.9184,MO,B:Conventional Non-Irrigated Class,113,2019-04-14,2019-10-18,34000,30,200,60,80,"S:10lbs, Zn:1lbs",NA,John Deere,11,1.3215,371.2337,280.9184,0,0,0
148,43,192.1256,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",103,2019-05-15,2019-10-08,34848,30,200,24,170,NA,NA,John Deere,20,1.314,252.4531,192.1256,0,0,0
282,25,146.139,KY,C:No-Till Non-Irrigated Class,114,2019-05-07,2019-09-30,31000,30,225,0,0,NA,NA,John Deere,0,2.1749,317.8377,146.139,0,0,0
125,19,270.0234,OH,B:Conventional Non-Irrigated Class,111,2019-05-17,2019-10-29,34500,30,280,60,80,NA,NA,John Deere,40,1.5187,410.0845,270.0234,0,0,0
275,24,156.886,KY,C:No-Till Non-Irrigated Class,114,2019-05-18,2019-10-03,32500,30,0,0,0,NA,Swine:3tons,John Deere,0,1.9132,300.1543,156.886,0,0,0
138,3,231.9467,MS,G:No-Till Irrigated Class,117,2019-03-22,2019-09-06,36000,30,215,60,60,NA,NA,John Deere,60,1.5427,357.8242,231.9467,0,0,0
230,1,250.5179,MS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",117,2019-03-22,2019-09-06,36000,30,230,50,50,NA,NA,John Deere,104,1.708,427.8846,250.5179,0,0,0
58*,9,270.4514,KY,A:Conventional Non-Irrigated Class,118,2019-04-20,2019-09-05,40000,30,232,69,90,NA,NA,Case IH,60,1.4986,405.2984,270.4514,0,0,0
68*,10,264.9778,KY,A:Conventional Non-Irrigated Class,114,2019-04-12,2019-09-05,34000,30,232,69,90,NA,NA,Case IH,25,1.4674,388.8284,264.9778,0,0,0
31,3,290.0807,IN,B:Conventional Non-Irrigated Class,114,2019-04-10,2019-09-05,38000,30,0,0,0,NA,NA,Case IH,160,1.4456,419.3407,290.0807,0,0,0
32,5,289.7932,IN,B:Conventional Non-Irrigated Class,112,2019-04-10,2019-09-05,39000,30,0,0,0,NA,NA,Case IH,160,1.3471,390.3804,289.7932,0,0,0
100,1,279.463,NC,I:Conventional Irrigated Class,118,2019-04-30,2019-09-03,40800,30,450,225,380,Mg:60lbs,NA,John Deere,10,1.25,349.3288,279.463,0,0,0
228*,45,213.1977,TN,C:No-Till Non-Irrigated Class,108,2019-03-17,2019-09-05,32500,30,200,150,150,NA,NA,John Deere,60,1.9265,410.7253,213.1977,0,0,0
161*,36*,247.0137,TN,C:No-Till Non-Irrigated Class,114,2019-03-29,2019-09-05,32500,30,200,150,150,NA,NA,John Deere,100,1.45,358.1699,247.0137,0,0,0
113,9,251.7971,MN,D:No-Till Non-Irrigated Class,108,2019-05-04,2019-11-13,40000,30,190,110,150,NA,NA,Case IH,107,1.4995,377.5697,251.7971,0,0,0
126,5,271.7467,UT,I:Conventional Irrigated Class,103,2019-05-10,2019-11-12,35000,30,0,0,0,B:5pt,NA,Case IH,11,1.3058,354.8468,271.7467,0,0,0
281*,16,233.7975,LA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",105,2019-03-16,2019-07-26,38000,38,250,50,100,NA,NA,John Deere,62,1.3021,304.4277,233.7975,0,0,0
143*,*,267.3299,LA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-03-18,2019-08-15,34000,38,250,50,100,NA,NA,John Deere,75,1.2671,338.7337,267.3299,0,0,0
75,35,266.1874,IA,D:No-Till Non-Irrigated Class,111,2019-04-29,2019-11-14,33000,30,170,60,60,NA,NA,John Deere,60,3.6731,977.7328,266.1874,0,0,0
60,30,270.8767,IA,D:No-Till Non-Irrigated Class,113,2019-04-24,2019-11-14,33000,30,0,0,0,NA,NA,John Deere,80,3.8292,1037.2409,270.8767,0,0,0
154,58,265.8858,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-25,2019-11-15,32000,36,220,0,0,NA,NA,John Deere,27,1.4601,388.2198,265.8858,0,0,0
217,87,196.9332,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",115,2019-06-01,2019-11-06,34000,30,180,0,0,NA,NA,John Deere,44,1.4566,286.8529,196.9332,0,0,0
214,85,204.9692,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-06-01,2019-11-06,34000,30,180,0,0,NA,NA,John Deere,44,1.3189,270.3339,204.9692,0,0,0
32*,2,295.7821,VA,C:No-Till Non-Irrigated Class,120,2019-05-24,2019-11-13,35000,30,250,0,0,NA,Poultry:2tons,John Deere,100,1.4817,438.2604,295.7821,0,0,0
448,79,214.8044,MN,B:Conventional Non-Irrigated Class,106,2019-05-14,2019-11-11,34500,30,185,80,80,S:20lbs,NA,John Deere,142,2.1102,453.2802,214.8044,0,0,0
17,*,292.6812,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",120,2019-05-26,2019-11-28,36000,30,250,0,0,NA,Poultry:2tons,John Deere,100,1.6371,479.1484,292.6812,0,0,0
137,13,267.2083,IN,B:Conventional Non-Irrigated Class,114,2019-05-07,2019-10-08,38000,30,225,30,0,"Zn:1qts, S:4gal",NA,John Deere,15,1.3017,347.825,267.2083,0,0,0
